Bewertung_ID,Klinik_ID,Name_Klinik,Bewertung_Datum,Sternebewertung,Textuelle_Bewertung,Likes
52,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 7 Monaten,3,"Am 03.07.2020 bin ich wegen einer schlimmen Entzündung im Knie und einem Zucker von  420 in die Klinik gekommen und bin aufgrund meiner schlimmen Konstitution am selben Tag noch das erste Mal  operiert worden.

Das war die erste Operation von insgesamt sechs Operationen. Ich möchte ganz ausdrücklich vorweg schicken, dass ich nicht nur Diabetiker bin sondern auch einen Defibrillator habe und immer eine latente Angst habe, dass dieser auslöst bzw. dem Geschehen nicht gewachsen ist. Sechs Vollnarkosen sind natürlich auch für einen gesunden Körper eine Herausforderung, von der sonstigen körperlichen und mentalen Belastung mal ganz zu schweigen. Ich hatte Angst.

Aber, nachdem ich die erste Sorge, ja Angst überwunden hatte und erste Erfahrungen im Operationssaal und nach der Operation sammeln konnte muss ich sagen, dass ich mich zu jeder Zeit dort gut und sicher aufgehoben und ausgezeichnet betreut gefühlt habe. Meine Operateure waren Herr Dr. Gladbach, Frau Dr. Kneif - ohne die ich heute vermutlich ohne Bein hier sitzen würde, da sie mich sehr auf den Boden der Tatsachen geholt hat und mir die Folgen aufgezeigt hat, die es hätte haben können, wenn ich - wie ich eigentlich wollte - noch ein paar Tage gewartet hätte. Beide haben mein vollstes Vertrauen. Ebenso wie die Anästhesistin - deren Namen ich leider nicht mehr parat habe - auch nach dem Aufwachen habe ich mich nie platt oder desolat gefühlt - ein bisschen duhne war aber schnell wieder auf dem Damm - Nachwirkungen gleich null - trotz Knie Op und der allgemeinen körperlichen Verfassung und Defibrillator.
Im Aufwachraum ,war ebenfalls eine gute Betreuung lg an Herrn David Penk!Kurzum ----------Good Job ---------!!!!!!!

Kommen wir zur Station W 21 !

einige der Schwestern ,waren  sehr freundlich ,hilfreich und kommunikativ andere weniger ,die Menschen sind halt verschieden ,was mich aber sehr ärgerte war der allgemeine Informationspolitik ,ich hatte nicht den Eindruck das alle oder nur wenige meine Akte gelesen haben .
Oft hörte ich ,(das kann ich Ihnen leider nicht sagen ).
Es sollte also der Informationsfluss vom Operateur ,bis zur Station verbessert werden,so das der Patient im vollen Umfang informiert werden kann...
Das Bett -Vollkatastrophe!!!-- Ich erwarte kein Hotelbett ,aber zumindest eins, wo auch ich als grosser ,molliger Mensch ,drauf schlafen kann!!
Das Essen......nun ich habe wirklich schlechter gegessen ,aber wieso haben Sie keine eigene Küche?So könnten Sie noch mehr auf die wünsche der Patienten eingehen ..sofern es ihr Budget zulässt..
Ich hoffe ich konnte mit meinen Anregungen weiter helfen ,Was mein Bein angeht fühle ich mich guter Dinge und würde bei gleichen Problemen nochmal wiederkommen Herzlichst Ihr Alexander Fensch",1
53,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 7 Monaten,5,"Kann dieses KH nur empfehlen.
Bin in der Nacht auf den 2.11. 2019 dort zur Not OP ( Fingeramputation) eingeliefert worden. Spätere OP des OA der Handchirurgie, sowie postoperative Verbandswechsel liefen sehr gut. Personal auf Station, sowie beim Röntgen oder in der Ambulanz waren stets freundlich und zuvorkommend.
Zum Thema Aufnahme / Ambulanz kann ich nur sagen,
1. wie es in den Wald hineinruft, so schallt es hinaus
2. Die dort arbeitenden Schwestern und Ärzte sind keine Maschinen !!
Ich habe es öfter erlebt, dass sich die Leute aufregten, dass Sie warten mussten usw.
Wenn alles, ob Untersuchung, VW oder sonstiges über einen zentralen Punkt läuft, ist es logisch, dass "" Staus"" entstehen, da man nie genau sagen kann, wie lange ein Verbandswechsel zB dauert  .
Jeder, der in eine Klinik muss, ist auf dieses Personal angewiesen . Also, vielleicht mal wieder öfter seinem Gegenüber freundlich entgegen treten . Die Schwestern, Pfleger und Ärzte haben auch nur 2 Arme und machen einen super Job.
Falls ich nochmals ins KH muss, jederzeit wieder !!!",2
54,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 7 Monaten,5,"Wir haben sehr Positive Erfahrung gemacht.Von Ankuft der Hochschwangeren bis zur Geburt alles total schön verlaufen.Ein total tolles Konzept während der Coronazeit.Man fühlt sich trotz Auflagen richtig wohl.Als Besucher wird man auch total nett behandelt.Cafeteria super...für Besucher alles togo aber das stört in der Tollen Umgebung überhaupt nicht.Sicherheitsdienst völlig kompetent und super Freundlich.
Vielen,vielen Dank für die Betreung und Begleitung bei der Geburt meiner Enkeltochter Joleen..
Ihr macht einen Tollen Job und danke das ihr in dieser Schwieringen Zeit eure Menschlichkeit behalten habt.
Danke von  Oma Sandra",1
55,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,5,"Bestes Krankenhaus!
Urologie ist super sehr zu empfehlen.
Dort arbeiten noch Schwestern, Ärzte und Personal denen der Patient wichtig ist. Alle sind freundlich und jederzeit Hilfsbereit.
Wenn man schon krank ist kann man froh sein wenn man dort landet.
Danke an das gesamte Krankenhaus nochmal!",1
56,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 7 Monaten,1,Schrott Krankenhaus. Die Schwestern zwarnett und freundlich aber der inhalt sehr schlecht. Viele gescheiterte OPs was ich alles erfahren habe. Und die Mitarbeiterin ander info sehr unfreundlich. Keine richtige Beschreibung zur station. VERMEIDEN wenn es geht definitiv !,0
57,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,4,Das ganze Areal macht einen sehr sauberen und Ordentlichen Eindruck. Der  Empfangsbereich ist sehr gut strukturiert und hell. Sehr freundliches und hilfsbereites Personal. Parkplätze sind vorhanden aber Kostenpflichtig. Wartezeiten muss man in Kauf nehmen.,1
58,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 8 Monaten,5,"Tolles Krankenhaus. Sehr gepflegt. Meine Mutter wurde hier operiert.
Ein großes Dankeschön an Oberarzt Dr. med. univ. Chadi Azzam (Urologe) und an die komplette Urologie !",2
59,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,5,"Ich bin zur Entbindung ins Klinikum gegangen und muss sagen ich bin rundum zufrieden gewesen. Sowohl die Hebammen und Ärzte als auch die Schwester auf der Station waren einfach super, immer freundlich und sehr kompetent. Ich würde das Klinikum jederzeit weiter empfehlen.",1
60,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 8 Monaten,1,"Am liebsten würde ich null Sterne geben... Ich war in der Notaufnahme und habe erzählt was ich habe, die unfreundliche Schwester hat sich das nicht mal angeguckt und meinte das sie mich nicht behandeln können und hat mich weggeschickt. Das kann doch nicht sein das man eine Patientin wegschickt ohne zuschauen was man hat, wie unfreundlich und unkompetend kann man nur sein das Krankenhaus ist einfach nur ein drecksloch!!!!",1
61,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,5,"Ich möchte mich den guten Bewertungen anschließen. Die Freundlichkeit, die Kompetenz der Ärzte, die Schwestern und Pfleger, die auch sehr freundlich und nett waren. Bei dem Pensum, was da geleistet wird, alle Achtung. Das Essen war auch gut, es war alles vorhanden um satt zu werden. Ich möchte mich bei allen bedanken.",0
62,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 6 Monaten,4,"Vielen lieben Dank  an die Stadion  O 32 für die kompetente und freundliche  ,herzliche Betreuung !!!!",0
63,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 8 Monaten,1,"Schaffen es nicht mal einen op termin einzuhalten ohne ihn 3 mal zuverschieben.
Dieses krankenhaus sieht mich nicht wieder!",0
64,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,5,"Hatte einen sehr nahen Angehörigen in der Klinik. Wir habe uns  dort sehr gut aufgehoben gefühlt.  Das  Personal war sehr hilfsbereit,  aufmerksam  und vertrauensvoll. Vielen Dank",0
65,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,1,"Ich war im April 2019 in dieses Krankenhaus gefahren.

Die Schwestern waren freundlich.
ABER der Arzt in der Notfall Gynäkologie ein Alptraum.
Null Taktgefühl.
Obwohl ihm die Vorgeschichte geschildert wurde.
Sprüche die Frauen in solchen Situationen den Boden unter den Füßen wegreißen..
Ohne Worte..

Seine Feststellung: strenge Bettruhe!
Es wurde aber noch ein Rezept benötigt für Antibiotikum.
Dafür musste ich in die Notaufnahmen in der ich dann 3,5!!! Stunden verbracht habe.
Mit schmerzen- sitzend! Stellenweise stehend weil es keine Sitzplätze gab nur um bei der Ärztin das fertige Rezept in die Hand gedrückt zu bekommen.

Einfach nur erschreckend.

Ein Arzt verordnet Bettruhe an und man muss für einen fertig ausgestellten Rezept 3,5 sitzen oder stehen.

Wer weiß ob es ohne diese 3,5 Stunden alles anders ausgegangen wäre.

Beide Ärzte mit denen ich zu tun hatte absolut unfreundlich und null Ahnung wie man mit Menschen umgeht!

Abteilungen arbeiten nicht miteinander.

Nie wieder vehlen.",6
66,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 9 Monaten,5,"Ich hatte am Sonntag Abend sehr hohen Blutdruck. Mein Kopf hat sich sehr heiss und sehr schwer angefühlt. Plötzlich kamen noch sehr sehr starke unerträgliche Kopfschmerzen, Übelkeit und Schwindel hinzu.Daraufhin sah ich auf einmal alles verkehrt , meine Sprache war komplett beeinträchtigt und zuletzt war noch Arm und Fusszehen auf einmal wie gelähmt. Bin dann sofort am Montag durch eine Empfehlung meines Nachbarns ins Agaplesion Klinikum, weil ich einen Verdacht auf Hirnblutung hatte. Ich wurde in der Notaufnahme so gut behandelt,dass ich echt darüber begeistert bin. Alle Schwestern / Pfleger, Ärzte waren mega freundlich und ich habe mich dort sofort sehr gut aufgehoben gefühlt. Besonders muss ich den Oberarzt Dr Medrea für Neurologie loben, der in diesem Moment laut Aussage der Schwestern nicht im Hause war und wegen meines Verdachts auf die Arbeit kam um mich zu behandeln. Er ist sehr kompetent und super freundlich. Dr Medrea hat bei mir ne Lumbalpunktion durchgeführt, CT wurde gemacht und am nächsten Tag teilte er mir die guten Nachrichten mit, woraufhin er noch eine MRT Aufnahme wollte, weil er unbedingt sicherstellen wollte, ob es auch wirklich keine Hirnblutung oder etwas anderes ist. Dr Medrea nimmt seine Arbeit sehr ernst und legt sehr viel Wert auf die Gesundheit der Menschen!
Ich lag eine Nacht in der Intensivstation, wo die Schwestern und Pfleger wieder super freundlich und hilfsbereit waren. Ständig kamen verschiedene Schwestern ins Zimmer rein, ob tagsüber oder nachts, stellten sich vor und klärten mich in allem auf oder fragten mich öfters wie es mir geht und ob alles ok sei oder ob ich etwas bräuchte. Leider weiß ich die ganzen Namen der Schwestern nicht, aber alle waren super nett und hilfsbereit. BESONDERS eine war sooooo fürsorglich und hatte so ne gute Laune ,sodass ich meine Schmerzen vergaß:-) ich habe gestern Abend als ich wieder zuhause war im Internet nach ihrem Namen gesucht, weil ich nach der Entlassung sie nicht mehr sehen konnte, da sie nicht mehr im Hause war und ich mich leider nicht verabschieden konnte und mich bedanken konnte. Irina Hildebrandt :-)Unglaublich was für ein liebevoller, hilfsbereiter, fürsorglicher, vertrauensvoller und gutherziger Mensch sie ist. Tausend Dank an Sie!! Ich blieb 1 Nacht in der Intensivstation und kam am nächsten Tag in die Neurologie Station. Sie brachte mich dorthin und ich war wirklich sehr traurig, dass ich sie nicht mehr sehen werde, aber sie sagte zu mir sie werde ab und zu bei mir vorbeischauen. Sie ist eine tolle Person. Ich werde Sie nie vergessen, denn für mich ist sie ein Engel auf Erden. Ich danke hiermit allen liebevollen Schwestern und Ärzten der Notaufnahme, der Intensivstation und der Neurologie. Besonderen Dank an Herrn Dr Razvan Ioan Medrea und an die liebevolle fürsorgliche Irina Hildebrandt.
Ich empfehle diese Klinik zu 100 Prozent weiter!
Nochmals vielen lieben Dank an alle!!
Liebe Grüße
S. A.",1
67,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,5,"Am Wochenende waren wir in der Notaufnahme und ich war wirklich begeistert.
Alle waren sehr freundlich, ich bin sofort dran gekommen. Röntgen ging super flott, der Arzt hat mir alles verständlich erklärt. Nichteinmal eine Stunde hat alles gedauert und ich konnte mit meinem gebrochenen Arm wieder nach Hause. Genau so wünscht man sich das.",5
68,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,1,Eigentlich nochweniger allerdings die Schwestern und Pfleger sind super nett was mann von dem Arzt leider nicht behaupten kann. Bei uns geht jetzt alles über den Anwalt.,1
69,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,5,"Habe selbst in dem Klinikum gelegen und habe gute Erfahrungen gemacht.   Meine Mutter allerdings war dort öfters und machte mehr Erfahrungen als ich . Auch sie war sehr zufrieden.  Allerdings der Notarzt der wohl nicht vom Klinikum kam war sehr unfreundlich.  Mit den Worten: "" zum Sterben braucht man nicht ins Krankenhaus "" behandelt man keine Patienten. Desweiteren sollte er sich kurz meinen Sohn anschauen der zusammen gebrochen war . Seine Worte : ""Da brauche ich nicht zu gucken denn ein 14-jähriger Junge ist im Wachstum und da fehlt nur das Trinken.  Messen Sie Fieber und geben Sie ihm zu Trinken  "" War am überlegen was gegen zu unternehmen , aber habe es dann gelassen.  Zuletzt war meine Mutter auf der Palliativstation wo sie und auch wir als Angehörige sehr gut auf das Ende vorbereitet wurden . Tatsächlich ich sie am 14.2. 20 ganz friedlich eingeschlafen und wir können nur sagen  , dass  es alles zu unserer Zufriedenheit war .

Lg Heiko Völkening",1
70,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,5,"Alle waren super nett, hilfsbereit und kompetent.  Habe mich dort gut aufgehoben gefühlt.  Vielen Dank vor allem an das Personal von der N21.",0
71,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,1,"Die Notaufnahme war das unfreundlichste und menschenunwürdigste was ich je erlebt habe!! 80% der Schwestern und der diensthabende Arzt waren so unfreundlich, nie wieder vehlen!! In jedes andere Krankenhaus gerne. Jedoch gab es im frühdienst und im spätdienst jeweils eine sehr nette pflegekraft, die das Wort Menschlichkeit nicht als  Fremdwort bezeichnen. Danke das sie für mich da waren :)",8
72,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,1,"Die Notaufnahme ist schlichtweg ein Witz. Da muss eine 80 jährige Frau mit ein Ballon von Knie 3 Std. Nachts um 1 Uhr auf diesen Hartplastikstühlen sitzen. Da wurde in 1,5 Std. nicht ein Patient aufgerufen. Diese alten Leute haben ihr Leben lang Steuern bezahlt und dieses Land aufgebaut und werden mittlerweile Behandelt wie der letzte Dreck.",13
73,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,5,"Ich war vor drei Tagen in der Klinik und muss sagen, dass nach all meinen Krankenhauserfahrungen, dieses Krankenhaus mit Abstand das beste war - in jeder Hinsicht. Die Fachärzte waren sehr kompetent und haben mir auch alles sehr genau und für den Laien verständlich erklärt. Das Personal auf der Station war sehr zuvorkommend und freundlich. Insgesamt war der gesamte Ablauf der vielen Untersuchungen reibungslos und sehr zügig. Deshalb habe ich mich auch für meine OP für dieses Krankenhaus entschieden - und nicht in Hannover.",1
74,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,5,"Ich hatte eine Hand Operation gehabt , und kann nicht verstehen warum ich so viele negative Beurteilungen hier lese.
Na klar musste auch ich sehr oft lange warten trotz Termin , aber das ist ein allgemeines Problem auf Grund von Fachkräftemangel...

Aber sonst war da alles gut , sehr sauber und hygienisch, alle Mitarbeiter sehr höflich nett und hilfsbereit..
Daher 5 Sterne immer gerne wieder kann ich nur empfehlen",2
75,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,5,"Gutes modernes Krankenhaus. Alle geben sich Mühe sich einigermaßen wohlfühlen zu können. Lobenswert sind die Nachtschwestern. Die Küche ist ebenfalls erwähnenswert- positiv. Man darf immer nicht vergessen, was für ein schwieriges Arbeiten das auch sein kann. Klare Empfehlung",1
76,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,5,Trotz aller Schwierigkeiten bemühen sich die Mitarbeiter des Krankenhauses um einen guten Service. Dafür sollten sie gelobt werden.,0
77,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,1,"Schick doch mal externe Mitarbeiter in die Notfallaufnahme damit sie mal schauen ob die Mitarbeiter die Kompetenz haben in der Notaufnahme zu arbeiten
Statt immer uns zu fragen ob wir schildern können",8
78,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,1,"Dieses Krankenhaus ist niemandem zu empfehlen!
Ich war in der Notaufnahme, da ich mir den Daumen in einer Autotür gequetscht habe.. Dabei ist mein Nagel aufgeplatzt. Mir wurde vorher noch ein Dreieckstuch umgebunden, um den Arm oben zu halten, hat ja geblutet wie sau. Das wurde dann, nachdem man meine gesamten Daten komplett falsch aufgenommen hatte erstmal direkt schlecht gemacht. Die unfreundliche Schwester meinte nur "" Total unnötig, was soll so ein Schwachsinn, dass machen wir sofort ab!"". AlS ich zum röntgen gehen sollte knallte sie mir meine Jacke und meinen Schal direkt auf die Hand mit dem Daumen und meinte ich solle mich nicht so anstellen, als ich ""Aua"" gesagt habe. Beim röntgen dann die nächste unfreundliche Schwester. Ich sollte meinen Daumen umdrehen und somit auf dem verletzten Nagel legen. Habe natürlich etwas länger gebraucht, weil es weh tat. Da kam auch nur die Aussage ""also das ist hier jetzt nichts lebensbedrohliches"". Ich meinte nur, dass mir das klar ist, aber es trotzdem extrem wehtut. Die Schwester verdrehte nur die Augen. Der Arzt konnte kaum Deutsch, war aber sehr nett. Nur leider nicht sehr kompetent. Das BG Rezept wurde trotz meiner Anmerkungen über die falsche Krankenkasse falsch ausgefüllt und somit nicht von der Apotheke nicht angenommen. Ich rief dort nach dem ich es bemerkt hatte an, weil auch noch der komplette Unfallbericht fehlerhaft war. Mir wurde versichert es wurde ein neues Rezept für mich hinterlegt und es könnte abgeholt werden. Als meine Eltern letztenendes das Rezept holen wollten wusste niemand von irgendwas. Und es wurde nochmal falsch ausgefüllt. Auch der Bericht ist immer noch fehlerhaft. Wegen beknackten verschreibungspflichtigen Schmerzmitteln muss man ein drittes mal hin. Und wird auch noch angemalt, dass das ja nicht die Aufgabe des Krankenhaus wäre, wenn ICH falsche Daten angebe. Wie wäre es mal mit zuhören und einfach seinen Job zu machen. Der einzig nette war der pfleger, welcher meine Hand verbunden hat! Probs an dich, du warst wer einzige, dem man auch angemerkt hat, dass du deinen Job kannst und gerne machst.",2
